FRL	62	3
FRL	63	3
FRL	64	4
FRL	65	1
FRL	66	4
FRL	67	1
FRL	68	1
FRL	69	5
FRL	70	4
FRL	71	4
FRL	72	31
FRL	73	32
FRL	74	6
FRL	75	9
FRL	76	10
FRL	77	6
FRL	78	8
FRL	79	4
FRL	80	16
FRL	81	27
FRL	82	5
FRL	83	5
FRL	84	12
FRL	85	5
FRL	86	11
FRL	87	13
FRL	88	19
FRL	89	16
FRL	90	6
FRL	91	17
FRL	92	2
FRL	93	9
FRL	94	6
FRL	95	16
FRL	96	51
FRL	97	6
FRL	98	20
FRL	99	26
FRL	100	27
FRL	101	55
FRL	102	159
FRL	103	26
FRL	104	128
FRL	105	49
FRL	106	519
FRL	107	118
FRL	108	211
FRL	109	321
FRL	110	461
FRL	111	630
FRL	112	721
FRL	113	250
FRL	114	247
FRL	115	324
FRL	116	1547
FRL	117	985
FRL	118	5844
FRL	119	6435
FRL	120	32477
FRL	121	286184
FRL	122	24740
FRL	123	128665
FRL	124	2009
FRL	125	934
FRL	126	91
FRL	127	130
FRL	128	130
FRL	129	207
FRL	130	110
FRL	131	95
FRL	132	50
FRL	133	54
FRL	134	79
FRL	135	43
FRL	136	62
FRL	137	67
FRL	138	70
FRL	139	61
FRL	140	68
FRL	141	79
FRL	142	114
FRL	143	87
FRL	144	74
FRL	145	112
FRL	146	141
FRL	147	296
FRL	148	646
FRL	149	966
FRL	150	2945
FRL	151	24090
# Read lengths - last fragments. Use `grep ^LRL | cut -f 2-` to extract this part. The columns are: read length, count
LRL	50	1
LRL	52	2
LRL	54	3
LRL	55	2
LRL	56	1
LRL	57	1
LRL	58	6
LRL	59	3
LRL	60	2
LRL	61	3
LRL	62	2
LRL	63	5
LRL	64	34
LRL	65	6
LRL	66	8
LRL	67	5
LRL	68	6
LRL	69	4
LRL	70	3
LRL	71	3
LRL	72	16
LRL	73	13
LRL	74	15
LRL	75	10
LRL	76	19
LRL	77	8
LRL	78	46
LRL	79	22
LRL	80	13
LRL	81	5
LRL	82	8
LRL	83	5
LRL	84	17
LRL	85	21
LRL	86	48
LRL	87	44
LRL	88	53
LRL	89	59
LRL	90	85
LRL	91	66
LRL	92	35
LRL	93	99
LRL	94	122
LRL	95	76
LRL	96	88
LRL	97	106
LRL	98	165
LRL	99	203
LRL	100	239
LRL	101	330
LRL	102	249
LRL	103	220
LRL	104	207
LRL	105	167
LRL	106	192
LRL	107	577
LRL	108	257
LRL	109	223
LRL	110	210
LRL	111	246
LRL	112	272
LRL	113	709
LRL	114	346
LRL	115	1460
LRL	116	811
LRL	117	1156
LRL	118	1849
LRL	119	9724
LRL	120	94946
LRL	121	115387
LRL	122	1654
LRL	123	1897
LRL	124	4178
LRL	125	3418
LRL	126	1449
LRL	127	22440
LRL	128	154827
LRL	129	76702
LRL	130	7346
LRL	131	1194
LRL	132	96
LRL	133	80
LRL	134	87
LRL	135	92
LRL	136	116
LRL	137	194
LRL	138	121
LRL	139	250
LRL	140	166
LRL	141	452
LRL	142	266
LRL	143	549
LRL	144	439
LRL	145	625
LRL	146	424
LRL	147	380
LRL	148	718
LRL	149	1742
LRL	150	6477
LRL	151	5531
# Mapping qualities for reads !(UNMAP|SECOND|SUPPL|QCFAIL|DUP). Use `grep ^MAPQ | cut -f 2-` to extract this part. The columns are: mapq, count
MAPQ	30	4331
MAPQ	31	1034
MAPQ	32	2
MAPQ	33	873
MAPQ	34	3
MAPQ	35	10
MAPQ	36	3794
MAPQ	37	59
MAPQ	38	4
MAPQ	39	75
MAPQ	40	345
MAPQ	41	159
MAPQ	42	135
MAPQ	43	78
MAPQ	44	53
MAPQ	45	86
MAPQ	46	121
MAPQ	47	43
MAPQ	48	139
MAPQ	49	61
MAPQ	50	60
MAPQ	51	47
MAPQ	52	71
MAPQ	53	80
MAPQ	54	371
MAPQ	55	63
MAPQ	56	77
MAPQ	57	251
MAPQ	58	120
MAPQ	59	73
MAPQ	60	1038039
# Indel distribution. Use `grep ^ID | cut -f 2-` to extract this part. The columns are: length, number of insertions, number of deletions
ID	1	782	6033
ID	2	45	318
ID	3	15	42
ID	4	23	1348
ID	5	2	14
ID	6	14	2
ID	7	0	1
ID	8	0	22
ID	9	1	3
ID	10	0	6
ID	12	0	9
ID	13	0	2
ID	14	0	12
ID	15	0	211442
ID	16	0	17
ID	17	0	5
# Indels per cycle. Use `grep ^IC | cut -f 2-` to extract this part. The columns are: cycle, number of insertions (fwd), .. (rev) , number of deletions (fwd), .. (rev)
IC	3	0	0	2	4
IC	4	6	9	12	20
IC	5	0	65	35	32
IC	6	9	160	49	24
IC	7	7	0	20	14
IC	8	2	0	19	444
IC	9	6	6	7	102
IC	10	4	60	13	15
IC	11	1	13	4	34
IC	12	2	3	7	111
IC	13	0	5	49	1
IC	14	1	11	17	97
IC	15	0	12	1280	14
IC	16	0	1	18	8
IC	17	3	17	271	8
IC	18	0	0	4	69
IC	19	0	0	18	36
IC	20	0	0	8	24
IC	21	3	4	22	6
IC	22	1	1	18	6
IC	23	0	0	3	46
IC	24	1	1	91	4
IC	25	0	1	6	22
IC	26	0	0	3	5
IC	27	0	1	9	34
IC	28	0	0	14	23
IC	29	1	1	8	4
IC	30	1	0	456	2
IC	31	30	1	0	17
IC	32	0	0	71	13
IC	33	0	0	0	6
IC	34	7	0	12	2
IC	35	0	0	7	1
IC	36	2	2	219	5
IC	37	4	0	29	4
IC	38	0	0	7	115
IC	39	0	1	0	17
IC	40	1	2	12	99
IC	41	10	13	9	87
IC	42	1	2	37	2
IC	43	1	11	2	15
IC	44	0	2	2	33
IC	45	1	27	3	17
IC	46	1	1	14	1
IC	47	53	1	28	3
IC	48	3	1	14	49
IC	49	0	1	7	5
IC	50	0	4	2	19
IC	51	1	1	239	9
IC	52	0	0	7	37
IC	53	0	1	12	2
IC	54	0	1	46	81
IC	55	0	0	538	12
IC	56	1	3	561	4
IC	57	1	1	105386	34
IC	58	2	1	449	13
IC	59	2	2	160	20
IC	60	0	1	24	14
IC	61	2	4	9	108
IC	62	4	3	39	53
IC	63	1	6	13	770
IC	64	0	4	9	102057
IC	65	0	2	15	631
IC	66	3	1	43	182
IC	67	1	0	16	11
IC	68	0	1	50	12
IC	69	0	1	34	6
IC	70	0	1	30	4
IC	71	1	3	14	6
IC	72	1	0	7	5
IC	73	0	1	29	90
IC	74	2	60	4	5
IC	75	0	0	15	10
IC	76	6	0	26	10
IC	77	11	1	19	79
IC	78	9	2	9	15
IC	79	1	0	107	13
IC	80	1	1	3	7
IC	81	0	0	57	9
IC	82	0	6	2	9
IC	83	1	1	16	1
IC	84	0	0	2	87
IC	85	0	0	8	3
IC	86	1	5	10	3
IC	87	2	1	16	44
IC	88	0	2	1	6
IC	89	0	2	5	10
IC	90	0	0	18	93
IC	91	0	0	14	10
IC	92	0	2	14	22
IC	93	20	0	8	103
IC	94	1	1	40	386
IC	95	3	7	12	37
IC	96	1	2	13	9
IC	97	1	3	19	1
IC	98	3	0	2	14
IC	99	0	2	5	107
IC	100	0	2	51	0
IC	101	1	0	9	12
IC	102	1	0	130	6
IC	103	2	0	12	97
IC	104	0	2	1	5
IC	105	0	0	1	47
IC	106	0	3	32	2
IC	107	2	0	31	20
IC	108	0	1	2	6
IC	109	0	0	4	1
IC	110	2	0	23	2
IC	111	0	0	49	10
IC	112	1	1	220	19
IC	113	24	1	10	8
IC	114	0	1	67	6
IC	115	0	0	33	32
IC	116	0	2	33	6
IC	117	1	3	1	2
IC	118	0	6	2	42
IC	119	0	0	0	23
IC	120	0	0	0	18
IC	121	0	0	0	8
IC	122	0	0	0	3
IC	123	0	0	0	7
IC	124	0	0	1	1
IC	125	0	1	1	7
IC	126	0	0	2	2
IC	127	0	0	6	32
IC	129	0	0	4	0
IC	130	0	1	0	1
IC	131	0	0	1	1
IC	133	0	0	2	2
IC	134	0	0	7	0
IC	136	0	0	0	1
IC	137	0	0	13	1
IC	139	0	0	2	0
IC	142	0	0	3	0
IC	143	0	0	0	2
IC	144	0	0	1	0
IC	145	0	0	0	1
IC	146	0	0	1	1
IC	147	0	1	1	0
IC	148	2	0	0	0
# Coverage distribution. Use `grep ^COV | cut -f 2-` to extract this part.
COV	[1-1]	1	1883
COV	[2-2]	2	1118
COV	[3-3]	3	530
COV	[4-4]	4	1608
COV	[5-5]	5	851
COV	[6-6]	6	1909
COV	[7-7]	7	733
COV	[8-8]	8	1106
COV	[9-9]	9	394
COV	[10-10]	10	908
COV	[11-11]	11	708
COV	[12-12]	12	698
COV	[13-13]	13	509
COV	[14-14]	14	674
COV	[15-15]	15	312
COV	[16-16]	16	340
COV	[17-17]	17	92
COV	[18-18]	18	662
COV	[19-19]	19	422
COV	[20-20]	20	946
COV	[21-21]	21	93
COV	[22-22]	22	449
COV	[23-23]	23	155
COV	[24-24]	24	238
COV	[25-25]	25	212
COV	[26-26]	26	427
COV	[27-27]	27	151
COV	[28-28]	28	741
COV	[29-29]	29	101
COV	[30-30]	30	445
COV	[31-31]	31	197
COV	[32-32]	32	238
COV	[33-33]	33	55
COV	[34-34]	34	220
COV	[35-35]	35	23
COV	[36-36]	36	81
COV	[37-37]	37	537
COV	[38-38]	38	317
COV	[39-39]	39	107
COV	[40-40]	40	159
COV	[41-41]	41	118
COV	[42-42]	42	285
COV	[43-43]	43	43
COV	[44-44]	44	112
COV	[45-45]	45	76
COV	[46-46]	46	387
COV	[47-47]	47	109
COV	[48-48]	48	214
COV	[49-49]	49	236
COV	[50-50]	50	191
COV	[51-51]	51	73
COV	[52-52]	52	396
COV	[53-53]	53	70
COV	[54-54]	54	50
COV	[55-55]	55	67
COV	[56-56]	56	47
COV	[57-57]	57	5
COV	[58-58]	58	126
COV	[59-59]	59	41
COV	[60-60]	60	136
COV	[61-61]	61	50
COV	[62-62]	62	202
COV	[63-63]	63	4
COV	[64-64]	64	37
COV	[65-65]	65	13
COV	[66-66]	66	195
COV	[67-67]	67	17
COV	[68-68]	68	127
COV	[69-69]	69	2
COV	[70-70]	70	24
COV	[71-71]	71	10
COV	[72-72]	72	123
COV	[73-73]	73	11
COV	[74-74]	74	9
COV	[75-75]	75	12
COV	[76-76]	76	247
COV	[77-77]	77	4
COV	[78-78]	78	54
COV	[79-79]	79	22
COV	[80-80]	80	74
COV	[81-81]	81	133
COV	[82-82]	82	128
COV	[83-83]	83	24
COV	[84-84]	84	4
COV	[85-85]	85	3
COV	[86-86]	86	5
COV	[87-87]	87	6
COV	[89-89]	89	17
COV	[90-90]	90	63
COV	[91-91]	91	67
COV	[92-92]	92	78
COV	[93-93]	93	60
COV	[94-94]	94	231
COV	[95-95]	95	45
COV	[96-96]	96	62
COV	[97-97]	97	26
COV	[98-98]	98	132
COV	[99-99]	99	24
COV	[100-100]	100	164
COV	[101-101]	101	74
COV	[102-102]	102	319
COV	[104-104]	104	5
COV	[105-105]	105	1
COV	[106-106]	106	43
COV	[107-107]	107	7
COV	[108-108]	108	34
COV	[109-109]	109	17
COV	[110-110]	110	41
COV	[111-111]	111	16
COV	[112-112]	112	1
COV	[113-113]	113	5
COV	[114-114]	114	16
COV	[115-115]	115	3
COV	[116-116]	116	5
COV	[117-117]	117	4
COV	[118-118]	118	6
COV	[119-119]	119	3
COV	[120-120]	120	42
COV	[121-121]	121	189
COV	[122-122]	122	188
COV	[123-123]	123	42
COV	[124-124]	124	31
COV	[125-125]	125	9
COV	[126-126]	126	5
COV	[127-127]	127	2
COV	[128-128]	128	7
COV	[129-129]	129	4
COV	[130-130]	130	220
COV	[132-132]	132	42
COV	[133-133]	133	10
COV	[134-134]	134	53
COV	[136-136]	136	2
COV	[137-137]	137	1
COV	[138-138]	138	13
COV	[139-139]	139	1
COV	[140-140]	140	12
COV	[141-141]	141	22
COV	[142-142]	142	66
COV	[144-144]	144	3
COV	[145-145]	145	2
COV	[146-146]	146	17
COV	[147-147]	147	22
COV	[148-148]	148	13
COV	[149-149]	149	68
COV	[150-150]	150	5
COV	[152-152]	152	5
COV	[153-153]	153	2
COV	[154-154]	154	10
COV	[156-156]	156	7
COV	[157-157]	157	13
COV	[158-158]	158	5
COV	[161-161]	161	2
COV	[163-163]	163	1
COV	[164-164]	164	6
COV	[166-166]	166	6
COV	[167-167]	167	2
COV	[168-168]	168	3
COV	[169-169]	169	5
COV	[170-170]	170	9
COV	[171-171]	171	1
COV	[172-172]	172	13
COV	[173-173]	173	2
COV	[174-174]	174	69
COV	[175-175]	175	8
COV	[176-176]	176	11
COV	[177-177]	177	5
COV	[178-178]	178	7
COV	[179-179]	179	57
COV	[180-180]	180	127
COV	[181-181]	181	55
COV	[182-182]	182	121
COV	[183-183]	183	10
COV	[185-185]	185	2
COV	[186-186]	186	26
COV	[187-187]	187	1
COV	[190-190]	190	3
COV	[191-191]	191	6
COV	[192-192]	192	11
COV	[193-193]	193	4
COV	[194-194]	194	46
COV	[195-195]	195	7
COV	[196-196]	196	30
COV	[197-197]	197	58
COV	[198-198]	198	116
COV	[199-199]	199	2
COV	[200-200]	200	2
COV	[202-202]	202	3
COV	[203-203]	203	4
COV	[204-204]	204	2
COV	[205-205]	205	8
COV	[206-206]	206	7
COV	[207-207]	207	19
COV	[208-208]	208	28
COV	[209-209]	209	3
COV	[212-212]	212	89
COV	[213-213]	213	14
COV	[214-214]	214	15
COV	[215-215]	215	12
COV	[217-217]	217	10
COV	[218-218]	218	13
COV	[219-219]	219	19
COV	[220-220]	220	13
COV	[221-221]	221	111
COV	[222-222]	222	46
COV	[225-225]	225	2
COV	[226-226]	226	1
COV	[227-227]	227	6
COV	[228-228]	228	37
COV	[235-235]	235	1
COV	[236-236]	236	1
COV	[238-238]	238	2
COV	[239-239]	239	3
COV	[240-240]	240	12
COV	[241-241]	241	23
COV	[242-242]	242	15
COV	[249-249]	249	2
COV	[251-251]	251	8
COV	[252-252]	252	19
COV	[253-253]	253	79
COV	[254-254]	254	14
COV	[262-262]	262	1
COV	[267-267]	267	1
COV	[274-274]	274	1
COV	[290-290]	290	1
COV	[302-302]	302	1
COV	[305-305]	305	1
COV	[306-306]	306	2
COV	[307-307]	307	1
COV	[308-308]	308	2
COV	[309-309]	309	1
COV	[310-310]	310	2
COV	[311-311]	311	5
COV	[312-312]	312	64
COV	[320-320]	320	1
COV	[327-327]	327	1
COV	[330-330]	330	2
COV	[331-331]	331	2
COV	[332-332]	332	3
COV	[333-333]	333	2
COV	[335-335]	335	10
COV	[336-336]	336	30
COV	[337-337]	337	1
COV	[345-345]	345	1
COV	[346-346]	346	2
COV	[347-347]	347	2
COV	[348-348]	348	2
COV	[351-351]	351	3
COV	[352-352]	352	5
COV	[353-353]	353	3
COV	[354-354]	354	4
COV	[355-355]	355	3
COV	[356-356]	356	23
COV	[357-357]	357	7
COV	[358-358]	358	1
COV	[359-359]	359	2
COV	[363-363]	363	1
COV	[365-365]	365	2
COV	[370-370]	370	1
COV	[371-371]	371	2
COV	[373-373]	373	2
COV	[374-374]	374	2
COV	[375-375]	375	1
COV	[376-376]	376	6
COV	[381-381]	381	1
COV	[384-384]	384	1
COV	[387-387]	387	1
COV	[388-388]	388	2
COV	[389-389]	389	1
COV	[392-392]	392	1
COV	[398-398]	398	2
COV	[401-401]	401	1
COV	[409-409]	409	1
COV	[411-411]	411	2
COV	[412-412]	412	2
COV	[414-414]	414	1
COV	[417-417]	417	4
COV	[418-418]	418	5
COV	[419-419]	419	96
COV	[420-420]	420	2
COV	[438-438]	438	1
COV	[443-443]	443	2
COV	[447-447]	447	1
COV	[448-448]	448	1
COV	[450-450]	450	4
COV	[451-451]	451	1
COV	[454-454]	454	1
COV	[455-455]	455	1
COV	[458-458]	458	1
COV	[464-464]	464	1
COV	[465-465]	465	3
COV	[466-466]	466	2
COV	[468-468]	468	6
COV	[469-469]	469	2
COV	[470-470]	470	4
COV	[471-471]	471	9
COV	[476-476]	476	2
COV	[479-479]	479	4
COV	[484-484]	484	3
COV	[486-486]	486	18
COV	[491-491]	491	1
COV	[492-492]	492	2
COV	[493-493]	493	3
COV	[494-494]	494	3
COV	[495-495]	495	14
COV	[496-496]	496	75
COV	[519-519]	519	1
COV	[526-526]	526	1
COV	[527-527]	527	2
COV	[528-528]	528	1
COV	[531-531]	531	3
COV	[542-542]	542	1
COV	[544-544]	544	4
COV	[545-545]	545	1
COV	[546-546]	546	8
COV	[547-547]	547	18
COV	[548-548]	548	21
COV	[566-566]	566	1
COV	[567-567]	567	2
COV	[568-568]	568	11
COV	[569-569]	569	3
COV	[570-570]	570	2
COV	[571-571]	571	8
COV	[572-572]	572	15
COV	[585-585]	585	1
COV	[595-595]	595	1
COV	[596-596]	596	1
COV	[599-599]	599	1
COV	[603-603]	603	1
COV	[604-604]	604	3
COV	[615-615]	615	1
COV	[624-624]	624	1
COV	[634-634]	634	1
COV	[636-636]	636	1
COV	[640-640]	640	1
COV	[663-663]	663	1
COV	[696-696]	696	1
COV	[706-706]	706	1
COV	[709-709]	709	1
COV	[716-716]	716	1
COV	[717-717]	717	1
COV	[720-720]	720	1
COV	[727-727]	727	1
COV	[731-731]	731	1
COV	[738-738]	738	1
COV	[740-740]	740	2
COV	[744-744]	744	1
COV	[746-746]	746	1
COV	[747-747]	747	2
COV	[748-748]	748	1
COV	[758-758]	758	3
COV	[761-761]	761	1
COV	[764-764]	764	1
COV	[765-765]	765	1
COV	[767-767]	767	1
COV	[769-769]	769	2
COV	[771-771]	771	2
COV	[772-772]	772	1
COV	[773-773]	773	1
COV	[776-776]	776	2
COV	[788-788]	788	3
COV	[789-789]	789	1
COV	[798-798]	798	2
COV	[811-811]	811	1
COV	[819-819]	819	1
COV	[825-825]	825	1
COV	[857-857]	857	1
COV	[873-873]	873	1
COV	[876-876]	876	1
COV	[934-934]	934	1
COV	[977-977]	977	1
COV	[982-982]	982	2
COV	[1000<]	1000	1531
# GC-depth. Use `grep ^GCD | cut -f 2-` to extract this part. The columns are: GC%, unique sequence percentiles, 10th, 25th, 50th, 75th and 90th depth percentile
GCD	0.0	0.733	0.000	0.000	0.000	0.000	0.000
GCD	2.2	1.099	0.025	0.025	0.025	0.025	0.025
GCD	38.0	1.465	0.807	0.807	0.807	0.807	0.807
GCD	39.0	1.832	0.620	0.620	0.620	0.620	0.620
GCD	40.0	2.198	0.025	0.025	0.025	0.025	0.025
GCD	41.0	2.930	0.037	0.037	0.056	0.074	0.074
GCD	42.0	4.029	0.012	0.012	0.025	0.037	0.037
GCD	43.0	5.495	0.037	0.043	0.068	1.145	1.502
GCD	44.0	7.326	0.012	0.019	0.025	0.130	0.211
GCD	45.0	10.256	0.012	0.016	0.043	0.555	172.797
GCD	46.0	14.286	0.012	0.012	0.074	0.112	1.576
GCD	47.0	17.582	0.012	0.025	0.062	0.112	0.633
GCD	48.0	24.908	0.012	0.016	0.062	0.188	0.374
GCD	49.0	28.938	0.012	0.099	0.372	1.160	2.219
GCD	50.0	36.264	0.012	0.040	0.316	1.275	3.362
GCD	51.0	43.590	0.014	0.074	0.161	0.521	2.713
GCD	52.0	51.282	0.020	0.043	0.149	0.329	1.114
GCD	53.0	58.608	0.012	0.065	0.230	0.568	30.885
GCD	54.0	66.300	0.015	0.074	0.236	0.540	1.124
GCD	55.0	68.498	0.012	0.012	0.143	0.338	0.385
GCD	56.0	73.993	0.012	0.074	0.323	0.683	1.229
GCD	57.0	78.755	0.038	0.099	0.161	0.329	1.792
GCD	58.0	83.516	0.060	0.093	0.124	0.372	0.655
GCD	59.0	87.546	0.077	0.087	0.112	0.410	1.078
GCD	60.0	90.842	0.074	0.130	0.236	0.887	1.291
GCD	61.0	92.674	0.006	0.009	0.261	0.794	1.005
GCD	62.0	94.505	0.050	0.068	0.137	0.614	0.881
GCD	63.0	96.337	0.006	0.028	0.062	0.099	0.124
GCD	64.0	97.070	1.576	1.576	5.445	9.314	9.314
GCD	65.0	98.168	0.236	0.236	0.645	7.489	7.489
GCD	66.0	98.901	0.099	0.099	0.124	0.149	0.149
GCD	67.0	99.634	0.012	0.012	0.031	0.050	0.050
GCD	68.0	100.000	0.062	0.062	0.062	0.062	0.062
