IS	185	852	852	0	0
IS	186	92	92	0	0
IS	187	192	192	0	0
IS	188	151272	151272	0	0
IS	189	87	87	0	0
IS	190	747	747	0	0
IS	191	827	827	0	0
IS	192	44	44	0	0
IS	193	51	51	0	0
IS	194	45	45	0	0
IS	195	43	43	0	0
IS	196	289	289	0	0
IS	197	68	68	0	0
IS	198	45	45	0	0
IS	199	85	85	0	0
IS	200	118	118	0	0
IS	201	98	98	0	0
IS	202	112	112	0	0
IS	203	258	258	0	0
IS	204	107	107	0	0
IS	205	201	201	0	0
IS	206	90	90	0	0
IS	207	46	46	0	0
IS	208	55	55	0	0
IS	209	41	41	0	0
IS	210	1668	1668	0	0
IS	211	22	22	0	0
IS	212	40	40	0	0
IS	213	33	33	0	0
IS	214	199	199	0	0
IS	215	11	11	0	0
IS	216	1365	1365	0	0
# Read lengths. Use `grep ^RL | cut -f 2-` to extract this part. The columns are: read length, count
RL	50	12
RL	51	23
RL	52	9
RL	53	14
RL	54	14
RL	55	13
RL	56	12
RL	57	18
RL	58	25
RL	59	16
RL	60	17
RL	61	18
RL	62	18
RL	63	16
RL	64	47
RL	65	15
RL	66	26
RL	67	15
RL	68	12
RL	69	14
RL	70	12
RL	71	15
RL	72	60
RL	73	59
RL	74	38
RL	75	47
RL	76	49
RL	77	47
RL	78	112
RL	79	92
RL	80	104
RL	81	136
RL	82	84
RL	83	108
RL	84	119
RL	85	122
RL	86	178
RL	87	218
RL	88	304
RL	89	327
RL	90	300
RL	91	272
RL	92	199
RL	93	257
RL	94	257
RL	95	208
RL	96	266
RL	97	267
RL	98	353
RL	99	382
RL	100	602
RL	101	975
RL	102	814
RL	103	605
RL	104	690
RL	105	534
RL	106	1021
RL	107	1057
RL	108	774
RL	109	1259
RL	110	2026
RL	111	2169
RL	112	1796
RL	113	1660
RL	114	1068
RL	115	2351
RL	116	2870
RL	117	2885
RL	118	8409
RL	119	16898
RL	120	128543
RL	121	403905
RL	122	27548
RL	123	131698
RL	124	6683
RL	125	4702
RL	126	1837
RL	127	22860
RL	128	155403
RL	129	77463
RL	130	7859
RL	131	1598
RL	132	378
RL	133	323
RL	134	326
RL	135	288
RL	136	334
RL	137	419
RL	138	426
RL	139	559
RL	140	414
RL	141	756
RL	142	578
RL	143	915
RL	144	794
RL	145	1156
RL	146	1203
RL	147	1759
RL	148	3742
RL	149	6077
RL	150	24873
RL	151	66360
# Read lengths - first fragments. Use `grep ^FRL | cut -f 2-` to extract this part. The columns are: read length, count
FRL	50	5
FRL	51	18
FRL	52	6
FRL	53	12
FRL	54	6
FRL	55	7
FRL	56	7
FRL	57	7
FRL	58	9
FRL	59	11
FRL	60	10
FRL	61	11
FRL	62	6
FRL	63	7
FRL	64	7
FRL	65	5
FRL	66	11
FRL	67	4
FRL	68	5
FRL	69	6
FRL	70	6
FRL	71	7
FRL	72	35
FRL	73	35
FRL	74	14
FRL	75	24
FRL	76	18
FRL	77	9
FRL	78	13
FRL	79	10
FRL	80	27
FRL	81	43
FRL	82	18
FRL	83	18
FRL	84	38
FRL	85	24
FRL	86	56
FRL	87	99
FRL	88	175
FRL	89	192
FRL	90	136
FRL	91	128
FRL	92	68
FRL	93	64
FRL	94	49
FRL	95	59
FRL	96	82
FRL	97	28
FRL	98	49
FRL	99	74
FRL	100	59
FRL	101	109
FRL	102	219
FRL	103	68
FRL	104	173
FRL	105	93
FRL	106	559
FRL	107	179
FRL	108	334
FRL	109	593
FRL	110	1185
FRL	111	1174
FRL	112	1053
FRL	113	504
FRL	114	428
FRL	115	548
FRL	116	1810
FRL	117	1530
FRL	118	6335
FRL	119	6986
FRL	120	33366
FRL	121	288242
FRL	122	25766
FRL	123	129627
FRL	124	2334
FRL	125	1140
FRL	126	260
FRL	127	246
FRL	128	244
FRL	129	326
FRL	130	212
FRL	131	178
FRL	132	164
FRL	133	152
FRL	134	162
FRL	135	114
FRL	136	146
FRL	137	139
FRL	138	186
FRL	139	206
FRL	140	150
FRL	141	155
FRL	142	189
FRL	143	159
FRL	144	151
FRL	145	242
FRL	146	342
FRL	147	726
FRL	148	1483
FRL	149	2226
FRL	150	9007
FRL	151	45057
# Read lengths - last fragments. Use `grep ^LRL | cut -f 2-` to extract this part. The columns are: read length, count
LRL	50	7
LRL	51	5
LRL	52	3
LRL	53	2
LRL	54	8
LRL	55	6
LRL	56	5
LRL	57	11
LRL	58	16
LRL	59	5
LRL	60	7
LRL	61	7
LRL	62	12
LRL	63	9
LRL	64	40
LRL	65	10
LRL	66	15
LRL	67	11
LRL	68	7
LRL	69	8
LRL	70	6
LRL	71	8
LRL	72	25
LRL	73	24
LRL	74	24
LRL	75	23
LRL	76	31
LRL	77	38
LRL	78	99
LRL	79	82
LRL	80	77
LRL	81	93
LRL	82	66
LRL	83	90
LRL	84	81
LRL	85	98
LRL	86	122
LRL	87	119
LRL	88	129
LRL	89	135
LRL	90	164
LRL	91	144
LRL	92	131
LRL	93	193
LRL	94	208
LRL	95	149
LRL	96	184
LRL	97	239
LRL	98	304
LRL	99	308
LRL	100	543
LRL	101	866
LRL	102	595
LRL	103	537
LRL	104	517
LRL	105	441
LRL	106	462
LRL	107	878
LRL	108	440
LRL	109	666
LRL	110	841
LRL	111	995
LRL	112	743
LRL	113	1156
LRL	114	640
LRL	115	1803
LRL	116	1060
LRL	117	1355
LRL	118	2074
LRL	119	9912
LRL	120	95177
LRL	121	115663
LRL	122	1782
LRL	123	2071
LRL	124	4349
LRL	125	3562
LRL	126	1577
LRL	127	22614
LRL	128	155159
LRL	129	77137
LRL	130	7647
LRL	131	1420
LRL	132	214
LRL	133	171
LRL	134	164
LRL	135	174
LRL	136	188
LRL	137	280
LRL	138	240
LRL	139	353
LRL	140	264
LRL	141	601
LRL	142	389
LRL	143	756
LRL	144	643
LRL	145	914
LRL	146	861
LRL	147	1033
LRL	148	2259
LRL	149	3851
LRL	150	15866
LRL	151	21303
# Mapping qualities for reads !(UNMAP|SECOND|SUPPL|QCFAIL|DUP). Use `grep ^MAPQ | cut -f 2-` to extract this part. The columns are: mapq, count
MAPQ	0	6694
MAPQ	1	172
MAPQ	2	79
MAPQ	3	608
MAPQ	4	64
MAPQ	5	56
MAPQ	6	2740
MAPQ	7	189
MAPQ	8	38
MAPQ	9	2134
MAPQ	10	30
MAPQ	11	50
MAPQ	12	2902
MAPQ	13	339
MAPQ	14	18
MAPQ	15	2200
MAPQ	16	16
MAPQ	17	26
MAPQ	18	2852
MAPQ	19	381
MAPQ	20	10
MAPQ	21	394
MAPQ	22	11
MAPQ	23	77
MAPQ	24	3344
MAPQ	25	392
MAPQ	26	15
MAPQ	27	664
MAPQ	28	39
MAPQ	29	903
MAPQ	30	4359
MAPQ	31	1047
MAPQ	32	10
MAPQ	33	878
MAPQ	34	8
MAPQ	35	18
MAPQ	36	3801
MAPQ	37	71
MAPQ	38	7
MAPQ	39	82
MAPQ	40	348
MAPQ	41	165
MAPQ	42	145
MAPQ	43	86
MAPQ	44	61
MAPQ	45	92
MAPQ	46	127
MAPQ	47	48
MAPQ	48	161
MAPQ	49	71
MAPQ	50	67
MAPQ	51	50
MAPQ	52	78
MAPQ	53	90
MAPQ	54	400
MAPQ	55	68
MAPQ	56	85
MAPQ	57	259
MAPQ	58	135
MAPQ	59	93
MAPQ	60	1041783
# Indel distribution. Use `grep ^ID | cut -f 2-` to extract this part. The columns are: length, number of insertions, number of deletions
ID	1	805	6188
ID	2	49	323
ID	3	17	44
ID	4	24	1357
ID	5	3	14
ID	6	14	2
ID	7	0	1
ID	8	0	22
ID	9	1	3
ID	10	0	6
ID	12	0	9
ID	13	0	2
ID	14	0	13
ID	15	0	211765
ID	16	0	17
ID	17	0	5
# Indels per cycle. Use `grep ^IC | cut -f 2-` to extract this part. The columns are: cycle, number of insertions (fwd), .. (rev) , number of deletions (fwd), .. (rev)
IC	3	0	0	3	4
IC	4	6	9	12	20
IC	5	0	65	35	32
IC	6	9	161	49	25
IC	7	7	0	20	14
IC	8	2	0	19	444
IC	9	6	6	7	158
IC	10	4	64	13	15
IC	11	1	13	4	34
IC	12	2	3	7	112
IC	13	1	5	49	1
IC	14	1	11	17	104
IC	15	1	12	1286	14
IC	16	0	1	18	8
IC	17	3	17	273	8
IC	18	0	0	4	72
IC	19	0	0	18	36
IC	20	0	0	9	24
IC	21	3	4	23	8
IC	22	1	1	18	6
IC	23	0	0	3	47
IC	24	1	1	92	4
IC	25	0	1	6	22
IC	26	0	0	3	6
IC	27	0	1	10	34
IC	28	0	0	14	23
IC	29	1	1	8	4
IC	30	2	0	461	2
IC	31	30	1	1	17
IC	32	0	0	78	13
IC	33	0	0	1	6
IC	34	7	0	12	2
IC	35	0	0	8	2
IC	36	2	2	220	6
IC	37	4	0	29	4
IC	38	0	0	7	116
IC	39	0	1	0	17
IC	40	1	2	12	99
IC	41	10	13	9	87
IC	42	1	2	39	2
IC	43	1	12	2	15
IC	44	0	2	2	33
IC	45	2	27	3	17
IC	46	1	1	14	1
IC	47	54	1	28	3
IC	48	3	1	14	49
IC	49	0	1	9	5
IC	50	0	4	2	19
IC	51	1	1	240	10
IC	52	1	0	7	37
IC	53	0	1	14	2
IC	54	0	1	46	81
IC	55	0	0	541	13
IC	56	1	4	567	5
IC	57	1	1	105659	35
IC	58	2	1	452	13
IC	59	2	2	161	20
IC	60	0	2	24	14
IC	61	2	4	10	108
IC	62	4	4	40	54
IC	63	1	6	13	770
IC	64	0	4	9	102084
IC	65	0	2	15	635
IC	66	3	1	43	182
IC	67	1	0	16	11
IC	68	0	1	50	13
IC	69	0	1	34	6
IC	70	0	1	30	4
IC	71	1	3	14	6
IC	72	1	0	7	6
IC	73	1	1	29	90
IC	74	2	60	4	5
IC	75	0	0	17	10
IC	76	6	0	27	11
IC	77	11	1	20	79
IC	78	9	2	9	15
IC	79	1	0	123	13
IC	80	1	1	3	7
IC	81	0	0	57	9
IC	82	0	6	3	10
IC	83	1	1	17	1
IC	84	0	0	2	87
IC	85	0	0	8	4
IC	86	1	5	10	3
IC	87	2	2	16	44
IC	88	0	3	1	6
IC	89	0	2	5	10
IC	90	0	0	18	93
IC	91	0	0	14	11
IC	92	0	2	14	22
IC	93	20	0	8	104
IC	94	1	1	40	392
IC	95	3	7	12	37
IC	96	1	2	13	9
IC	97	1	3	19	1
IC	98	3	0	2	14
IC	99	0	3	5	107
IC	100	0	2	52	2
IC	101	1	0	9	12
IC	102	1	1	130	6
IC	103	2	0	13	97
IC	104	0	2	1	5
IC	105	0	0	2	47
IC	106	0	3	32	2
IC	107	2	0	31	20
IC	108	0	1	2	6
IC	109	0	0	5	1
IC	110	2	0	23	2
IC	111	0	0	49	10
IC	112	1	1	225	19
IC	113	24	1	10	8
IC	114	1	1	68	6
IC	115	0	0	33	32
IC	116	0	2	33	7
IC	117	1	3	6	2
IC	118	1	6	2	43
IC	119	0	1	1	23
IC	120	0	1	0	18
IC	121	0	0	0	8
IC	122	0	0	0	4
IC	123	0	0	0	7
IC	124	0	0	1	1
IC	125	1	1	3	7
IC	126	0	0	2	2
IC	127	0	0	6	32
IC	129	0	1	4	0
IC	130	0	1	0	1
IC	131	0	0	1	2
IC	133	0	0	2	2
IC	134	0	0	7	0
IC	136	0	0	0	1
IC	137	0	0	14	1
IC	139	0	0	2	0
IC	141	0	1	0	0
IC	142	0	0	3	0
IC	143	0	0	0	2
IC	144	1	0	1	0
IC	145	0	1	0	1
IC	146	0	0	1	1
IC	147	0	2	1	0
IC	148	2	1	0	0
# Coverage distribution. Use `grep ^COV | cut -f 2-` to extract this part.
COV	[1-1]	1	44785
COV	[2-2]	2	6122
COV	[3-3]	3	3415
COV	[4-4]	4	3847
COV	[5-5]	5	1984
COV	[6-6]	6	2539
COV	[7-7]	7	1614
COV	[8-8]	8	1872
COV	[9-9]	9	568
COV	[10-10]	10	1404
COV	[11-11]	11	1410
COV	[12-12]	12	797
COV	[13-13]	13	952
COV	[14-14]	14	1286
COV	[15-15]	15	389
COV	[16-16]	16	628
COV	[17-17]	17	264
COV	[18-18]	18	980
COV	[19-19]	19	996
COV	[20-20]	20	1438
COV	[21-21]	21	300
COV	[22-22]	22	585
COV	[23-23]	23	286
COV	[24-24]	24	383
COV	[25-25]	25	360
COV	[26-26]	26	391
COV	[27-27]	27	213
COV	[28-28]	28	782
COV	[29-29]	29	276
COV	[30-30]	30	650
COV	[31-31]	31	252
COV	[32-32]	32	269
COV	[33-33]	33	262
COV	[34-34]	34	447
COV	[35-35]	35	342
COV	[36-36]	36	201
COV	[37-37]	37	465
COV	[38-38]	38	583
COV	[39-39]	39	183
COV	[40-40]	40	227
COV	[41-41]	41	123
COV	[42-42]	42	285
COV	[43-43]	43	51
COV	[44-44]	44	181
COV	[45-45]	45	127
COV	[46-46]	46	473
COV	[47-47]	47	134
COV	[48-48]	48	253
COV	[49-49]	49	382
COV	[50-50]	50	312
COV	[51-51]	51	210
COV	[52-52]	52	425
COV	[53-53]	53	170
COV	[54-54]	54	52
COV	[55-55]	55	67
COV	[56-56]	56	50
COV	[57-57]	57	9
COV	[58-58]	58	128
COV	[59-59]	59	41
COV	[60-60]	60	139
COV	[61-61]	61	88
COV	[62-62]	62	205
COV	[63-63]	63	9
COV	[64-64]	64	39
COV	[65-65]	65	15
COV	[66-66]	66	115
COV	[67-67]	67	13
COV	[68-68]	68	33
COV	[69-69]	69	139
COV	[70-70]	70	32
COV	[71-71]	71	53
COV	[72-72]	72	169
COV	[73-73]	73	8
COV	[74-74]	74	15
COV	[75-75]	75	13
COV	[76-76]	76	233
COV	[77-77]	77	31
COV	[78-78]	78	191
COV	[79-79]	79	25
COV	[80-80]	80	77
COV	[81-81]	81	119
COV	[82-82]	82	99
COV	[83-83]	83	47
COV	[84-84]	84	105
COV	[85-85]	85	2
COV	[86-86]	86	8
COV	[87-87]	87	7
COV	[88-88]	88	3
COV	[89-89]	89	9
COV	[90-90]	90	48
COV	[91-91]	91	7
COV	[92-92]	92	66
COV	[93-93]	93	18
COV	[94-94]	94	213
COV	[95-95]	95	32
COV	[96-96]	96	27
COV	[97-97]	97	63
COV	[98-98]	98	210
COV	[99-99]	99	69
COV	[100-100]	100	218
COV	[101-101]	101	72
COV	[102-102]	102	187
COV	[103-103]	103	130
COV	[104-104]	104	13
COV	[105-105]	105	2
COV	[106-106]	106	39
COV	[107-107]	107	1
COV	[108-108]	108	5
COV	[109-109]	109	9
COV	[110-110]	110	45
COV	[111-111]	111	3
COV	[112-112]	112	9
COV	[113-113]	113	30
COV	[114-114]	114	26
COV	[115-115]	115	9
COV	[116-116]	116	21
COV	[117-117]	117	12
COV	[118-118]	118	13
COV	[119-119]	119	24
COV	[120-120]	120	73
COV	[121-121]	121	183
COV	[122-122]	122	188
COV	[123-123]	123	30
COV	[124-124]	124	44
COV	[125-125]	125	37
COV	[126-126]	126	8
COV	[127-127]	127	2
COV	[128-128]	128	6
COV	[129-129]	129	2
COV	[130-130]	130	221
COV	[131-131]	131	3
COV	[132-132]	132	14
COV	[133-133]	133	49
COV	[134-134]	134	91
COV	[136-136]	136	64
COV	[137-137]	137	1
COV	[138-138]	138	5
COV	[139-139]	139	3
COV	[140-140]	140	1
COV	[141-141]	141	12
COV	[142-142]	142	20
COV	[143-143]	143	47
COV	[144-144]	144	5
COV	[145-145]	145	4
COV	[146-146]	146	2
COV	[147-147]	147	20
COV	[148-148]	148	26
COV	[149-149]	149	18
COV	[150-150]	150	65
COV	[151-151]	151	5
COV	[152-152]	152	18
COV	[153-153]	153	6
COV	[154-154]	154	13
COV	[155-155]	155	5
COV	[156-156]	156	21
COV	[157-157]	157	41
COV	[158-158]	158	102
COV	[159-159]	159	7
COV	[160-160]	160	2
COV	[161-161]	161	4
COV	[162-162]	162	4
COV	[163-163]	163	2
COV	[164-164]	164	8
COV	[166-166]	166	7
COV	[167-167]	167	10
COV	[168-168]	168	6
COV	[169-169]	169	3
COV	[170-170]	170	7
COV	[171-171]	171	11
COV	[172-172]	172	1
COV	[173-173]	173	14
COV	[174-174]	174	5
COV	[175-175]	175	79
COV	[176-176]	176	12
COV	[177-177]	177	77
COV	[178-178]	178	5
COV	[179-179]	179	9
COV	[180-180]	180	58
COV	[181-181]	181	133
COV	[182-182]	182	168
COV	[184-184]	184	8
COV	[185-185]	185	3
COV	[186-186]	186	2
COV	[187-187]	187	14
COV	[188-188]	188	15
COV	[189-189]	189	16
COV	[190-190]	190	65
COV	[191-191]	191	119
COV	[192-192]	192	5
COV	[193-193]	193	7
COV	[194-194]	194	5
COV	[195-195]	195	13
COV	[196-196]	196	30
COV	[197-197]	197	14
COV	[198-198]	198	199
COV	[199-199]	199	8
COV	[200-200]	200	2
COV	[201-201]	201	1
COV	[202-202]	202	3
COV	[203-203]	203	25
COV	[204-204]	204	3
COV	[205-205]	205	9
COV	[206-206]	206	6
COV	[207-207]	207	14
COV	[208-208]	208	32
COV	[209-209]	209	2
COV	[210-210]	210	3
COV	[212-212]	212	1
COV	[213-213]	213	102
COV	[214-214]	214	15
COV	[215-215]	215	12
COV	[217-217]	217	10
COV	[218-218]	218	13
COV	[219-219]	219	19
COV	[220-220]	220	13
COV	[221-221]	221	39
COV	[225-225]	225	2
COV	[226-226]	226	9
COV	[227-227]	227	80
COV	[228-228]	228	74
COV	[232-232]	232	1
COV	[235-235]	235	1
COV	[236-236]	236	1
COV	[238-238]	238	2
COV	[239-239]	239	3
COV	[240-240]	240	12
COV	[241-241]	241	23
COV	[242-242]	242	15
COV	[251-251]	251	8
COV	[252-252]	252	19
COV	[253-253]	253	79
COV	[254-254]	254	14
COV	[257-257]	257	1
COV	[266-266]	266	1
COV	[267-267]	267	1
COV	[270-270]	270	1
COV	[278-278]	278	1
COV	[283-283]	283	2
COV	[284-284]	284	2
COV	[285-285]	285	1
COV	[286-286]	286	2
COV	[287-287]	287	19
COV	[291-291]	291	1
COV	[293-293]	293	5
COV	[294-294]	294	3
COV	[295-295]	295	7
COV	[296-296]	296	7
COV	[297-297]	297	6
COV	[298-298]	298	8
COV	[299-299]	299	4
COV	[300-300]	300	13
COV	[301-301]	301	4
COV	[302-302]	302	6
COV	[303-303]	303	28
COV	[304-304]	304	8
COV	[305-305]	305	23
COV	[306-306]	306	17
COV	[307-307]	307	32
COV	[308-308]	308	62
COV	[309-309]	309	21
COV	[310-310]	310	47
COV	[311-311]	311	100
COV	[312-312]	312	37
COV	[313-313]	313	42
COV	[314-314]	314	68
COV	[315-315]	315	3
COV	[316-316]	316	70
COV	[317-317]	317	2
COV	[318-318]	318	5
COV	[319-319]	319	5
COV	[320-320]	320	5
COV	[321-321]	321	14
COV	[322-322]	322	77
COV	[323-323]	323	13
COV	[324-324]	324	1
COV	[326-326]	326	19
COV	[328-328]	328	1
COV	[329-329]	329	1
COV	[331-331]	331	3
COV	[332-332]	332	20
COV	[333-333]	333	3
COV	[334-334]	334	2
COV	[336-336]	336	11
COV	[338-338]	338	30
COV	[345-345]	345	1
COV	[346-346]	346	2
COV	[347-347]	347	2
COV	[348-348]	348	2
COV	[351-351]	351	3
COV	[352-352]	352	2
COV	[353-353]	353	3
COV	[354-354]	354	3
COV	[355-355]	355	3
COV	[356-356]	356	4
COV	[357-357]	357	29
COV	[369-369]	369	1
COV	[387-387]	387	1
COV	[388-388]	388	3
COV	[389-389]	389	1
COV	[392-392]	392	1
COV	[398-398]	398	2
COV	[401-401]	401	1
COV	[413-413]	413	1
COV	[415-415]	415	2
COV	[416-416]	416	2
COV	[421-421]	421	1
COV	[424-424]	424	3
COV	[425-425]	425	5
COV	[426-426]	426	96
COV	[427-427]	427	2
COV	[429-429]	429	1
COV	[446-446]	446	1
COV	[451-451]	451	2
COV	[453-453]	453	1
COV	[454-454]	454	1
COV	[455-455]	455	1
COV	[456-456]	456	1
COV	[458-458]	458	4
COV	[460-460]	460	1
COV	[463-463]	463	1
COV	[464-464]	464	1
COV	[465-465]	465	3
COV	[466-466]	466	2
COV	[469-469]	469	2
COV	[474-474]	474	2
COV	[475-475]	475	1
COV	[477-477]	477	1
COV	[478-478]	478	1
COV	[482-482]	482	2
COV	[485-485]	485	4
COV	[486-486]	486	1
COV	[487-487]	487	1
COV	[488-488]	488	1
COV	[489-489]	489	1
COV	[492-492]	492	5
COV	[493-493]	493	8
COV	[494-494]	494	4
COV	[495-495]	495	33
COV	[496-496]	496	76
COV	[497-497]	497	2
COV	[498-498]	498	1
COV	[499-499]	499	1
COV	[500-500]	500	1
COV	[501-501]	501	1
COV	[502-502]	502	4
COV	[504-504]	504	1
COV	[506-506]	506	5
COV	[507-507]	507	3
COV	[508-508]	508	2
COV	[509-509]	509	8
COV	[510-510]	510	2
COV	[514-514]	514	2
COV	[516-516]	516	1
COV	[518-518]	518	2
COV	[519-519]	519	3
COV	[520-520]	520	2
COV	[521-521]	521	5
COV	[526-526]	526	1
COV	[527-527]	527	3
COV	[528-528]	528	1
COV	[531-531]	531	3
COV	[534-534]	534	1
COV	[535-535]	535	5
COV	[536-536]	536	15
COV	[538-538]	538	1
COV	[540-540]	540	1
COV	[543-543]	543	1
COV	[544-544]	544	4
COV	[545-545]	545	1
COV	[546-546]	546	8
COV	[547-547]	547	19
COV	[548-548]	548	22
COV	[549-549]	549	1
COV	[551-551]	551	2
COV	[555-555]	555	1
COV	[559-559]	559	1
COV	[561-561]	561	1
COV	[562-562]	562	1
COV	[565-565]	565	1
COV	[567-567]	567	1
COV	[568-568]	568	3
COV	[569-569]	569	11
COV	[570-570]	570	3
COV	[571-571]	571	2
COV	[572-572]	572	9
COV	[573-573]	573	16
COV	[574-574]	574	1
COV	[575-575]	575	1
COV	[576-576]	576	1
COV	[579-579]	579	1
COV	[583-583]	583	3
COV	[586-586]	586	1
COV	[587-587]	587	1
COV	[588-588]	588	2
COV	[589-589]	589	1
COV	[590-590]	590	1
COV	[593-593]	593	1
COV	[596-596]	596	10
COV	[597-597]	597	12
COV	[598-598]	598	16
COV	[599-599]	599	4
COV	[600-600]	600	1
COV	[601-601]	601	1
COV	[602-602]	602	1
COV	[605-605]	605	3
COV	[606-606]	606	3
COV	[607-607]	607	6
COV	[608-608]	608	2
COV	[609-609]	609	4
COV	[610-610]	610	8
COV	[611-611]	611	4
COV	[612-612]	612	14
COV	[613-613]	613	2
COV	[617-617]	617	1
COV	[627-627]	627	1
COV	[636-636]	636	1
COV	[639-639]	639	1
COV	[713-713]	713	1
COV	[723-723]	723	1
COV	[724-724]	724	1
COV	[727-727]	727	1
COV	[733-733]	733	1
COV	[738-738]	738	1
COV	[744-744]	744	1
COV	[747-747]	747	2
COV	[751-751]	751	1
COV	[753-753]	753	1
COV	[754-754]	754	2
COV	[755-755]	755	1
COV	[765-765]	765	3
COV	[771-771]	771	1
COV	[772-772]	772	1
COV	[774-774]	774	1
COV	[776-776]	776	2
COV	[778-778]	778	2
COV	[779-779]	779	1
COV	[780-780]	780	1
COV	[783-783]	783	2
COV	[795-795]	795	4
COV	[800-800]	800	1
COV	[805-805]	805	2
COV	[816-816]	816	1
COV	[824-824]	824	1
COV	[831-831]	831	1
COV	[857-857]	857	1
COV	[863-863]	863	1
COV	[872-872]	872	1
COV	[873-873]	873	1
COV	[926-926]	926	1
COV	[940-940]	940	1
COV	[984-984]	984	3
COV	[985-985]	985	1
COV	[1000<]	1000	1572
# GC-depth. Use `grep ^GCD | cut -f 2-` to extract this part. The columns are: GC%, unique sequence percentiles, 10th, 25th, 50th, 75th and 90th depth percentile
GCD	0.0	0.138	0.000	0.000	0.003	0.006	0.006
GCD	3.0	0.183	0.006	0.006	0.006	0.006	0.006
GCD	23.0	0.229	0.006	0.006	0.006	0.006	0.006
GCD	28.0	0.275	0.006	0.006	0.006	0.006	0.006
GCD	31.0	0.321	0.006	0.006	0.006	0.006	0.006
GCD	35.0	0.367	0.006	0.006	0.006	0.006	0.006
GCD	37.0	0.596	0.006	0.006	0.013	0.019	0.025
GCD	38.0	0.872	0.006	0.006	0.028	0.241	0.814
GCD	39.0	1.055	0.006	0.011	0.050	0.489	0.626
GCD	40.0	1.147	0.013	0.013	0.025	0.038	0.038
GCD	41.0	1.743	0.006	0.013	0.025	0.075	0.145
GCD	42.0	2.523	0.006	0.006	0.013	0.063	0.105
GCD	43.0	4.037	0.006	0.006	0.006	0.056	0.088
GCD	44.0	7.156	0.006	0.006	0.006	0.006	0.007
GCD	45.0	11.422	0.006	0.006	0.006	0.006	0.050
GCD	46.0	19.312	0.006	0.006	0.006	0.006	0.013
GCD	47.0	29.312	0.006	0.006	0.006	0.006	0.013
GCD	48.0	40.734	0.006	0.006	0.006	0.006	0.025
GCD	49.0	50.734	0.006	0.006	0.006	0.006	0.031
GCD	50.0	65.183	0.006	0.006	0.006	0.006	0.050
GCD	51.0	74.220	0.006	0.006	0.006	0.013	0.083
GCD	52.0	82.615	0.006	0.006	0.006	0.013	0.105
GCD	53.0	87.294	0.006	0.006	0.006	0.050	0.390
GCD	54.0	90.780	0.006	0.006	0.006	0.049	0.410
GCD	55.0	92.156	0.006	0.006	0.006	0.022	0.313
GCD	56.0	94.174	0.006	0.006	0.147	0.639	1.428
GCD	57.0	95.000	0.006	0.006	0.106	0.219	0.598
GCD	58.0	95.872	0.038	0.088	0.125	0.363	0.489
GCD	59.0	96.651	0.011	0.050	0.113	0.276	0.978
GCD	60.0	97.477	0.006	0.031	0.113	0.282	1.286
GCD	61.0	97.982	0.006	0.006	0.050	0.463	0.929
GCD	62.0	98.532	0.006	0.013	0.044	0.125	0.732
GCD	63.0	98.899	0.006	0.008	0.056	0.075	0.125
GCD	64.0	99.128	0.006	0.013	0.200	5.527	9.464
GCD	65.0	99.358	0.038	0.097	0.238	4.121	7.585
GCD	66.0	99.495	0.013	0.013	0.069	0.100	0.100
GCD	67.0	99.587	0.013	0.013	0.031	0.050	0.050
GCD	68.0	99.679	0.006	0.006	0.006	0.006	0.006
GCD	69.0	99.771	0.013	0.013	1.945	3.877	3.877
GCD	70.0	99.862	0.006	0.006	0.006	0.006	0.006
GCD	71.0	99.908	0.063	0.063	0.063	0.063	0.063
GCD	76.0	99.954	0.357	0.357	0.357	0.357	0.357
GCD	89.0	100.000	0.006	0.006	0.006	0.006	0.006
